content_id,content_text,emotion_label,split
bilibili_comment:274646064193,"罗老师现在又干回老本行了吗 挺好 看来他还是适合干这个
额 其实脱口秀也适合哈哈哈",positive,train
bilibili_comment:274632225825,只有顾客是现宰的,sarcastic,train
bilibili_comment:276031468256,"去查了一下，里面漏出来的一个“浙江浔味堂食品股份有限公司”和西贝也没有股权关联，也没有人员关联[笑哭]
安徽立全宏达食品有限责任公司——同上
北京金马欧兰食品有限公司——同上
西乌珠穆沁旗聚宝原肉业有限责任公司——同上
泰安泰山亚细亚食品有限公司——同上，这个是西兰花的公司，是“上海振邦食品科技有限公司”和“泰安丰园食品有限公司”投资控股
进货渠道很丰富啊......
一件代发实体店版[doge_金箍]",neutral,train
bilibili_comment:287677010993,消费者本来就是无敌的，因为消费者可以选择不去，你再怎么拋逻辑下定义都没用，预制菜根本不是重点，吵来吵去没意义，认为西贝没问题的，你们去那里消费，让它能活下去就行了，认为西贝贵，不值的，不去就好了，就西贝目前关店一百多家的状态看，支持西贝的你们显然没有用钱投票把他救活的能力,neutral,train
bilibili_comment:288929906801,回复 @WeatherW :主要客户是宝妈，用户画像跟十年前带孩子去肯德基的群体差不多，预制菜这件事一出他再怎能吵，再怎么赢有机的招牌算废了。,negative,train
bilibili_comment:289874256800,"非常有趣的事情
单看西贝的营收基本是亏的
西北的食材原料成本占比只有25% 远低于行业标准
更讽刺再于 西贝的人工费用比例是30% 海底捞是33%
结果服务水平 只和18%老乡鸡这些品牌差不多
而且西北店面的面积普遍较大 租金比其他店铺多出30%
导致西贝 最后门店经营模式的利率只有3~5%
所以 贾总不光是不会做公关
也不懂如何做生意 牢喵之前提到都是西贝尝试扩展的转型
结果都失败了 你就明白 贾总商业水平有多差",disappointed,train
bilibili_comment:275977968224,是那个意大利菜么 今天看到一个 好吃吗,neutral,train
bilibili_comment:274564724289,回复 @我只是一个好好人而已 :那你这不纯为什么卖那么贵[doge_金箍],negative,train
bilibili_comment:290960665456,傲慢吧，之前取得过成绩，听不进别人意见，下属又都哄着，同类型还有董明珠,negative,train
bilibili_comment:276166622464,确实，去过一次然后吃不起,disappointed,train
bilibili_comment:275053611697,[doge]争赢了就师出有名，名正言顺,neutral,train
bilibili_comment:274485791553,你这视频发给罗永浩，他能给你20万吧,sarcastic,train
bilibili_comment:274572565969,回复 @我是云被占用 :你说是国内代工的那倒是确实~,neutral,train
bilibili_comment:274617373265,"西贝是我见过最勇敢的
带包装热 它不藏
冻一年的羊腿 它也不藏
转基因油还是最便宜的 它还不藏",sarcastic,train
bilibili_comment:295264055504,那个年代总要起飞，拦在在人情社会渠道口起飞的一部分人会以为全靠自己赚来的。,neutral,train
bilibili_comment:274643262865,回复 @梦中一日醉 :不是，转基因大豆油使用完全合法,neutral,train
bilibili_comment:274750020113,顶，必须顶，希望和它们推塔事件放一起吗骂（保号为紧）,angry,train
bilibili_comment:274617089729,"开始这个贾老板那么刚，我还以为多有底气呢，至少一半是现做的吧
结果变成自爆了，所谓没有预制菜，是没有他理解的预制菜。
大概是当老板当久了，被下面人夸多了，变傻了吧",disappointed,train
bilibili_comment:274594091425,老罗的行业信誉 银行信誉都相当的高，没人垮成这样还不跑路的[喜极而泣][喜极而泣][喜极而泣],positive,train
bilibili_comment:290113600320,回复 @白噪音音 :嘬嘬嘬,sarcastic,train
bilibili_comment:274651740945,回复 @我是张婧仪的狗 :肯德基，麦当劳，中国区业务早卖给国内企业了[吃瓜],neutral,train
bilibili_comment:276032216864,回复 @我是一条小鲤鱼呀 :不太对，萨莉亚其实是加工半成品，吃的多的匹萨和意面基本上都是现做的（酱料除外），以前饼底都是当天现压的，后来节省人工改掉了，烤箱还是有的，微波炉主要是临时加热，主要制作还是烤箱。,neutral,train
bilibili_comment:276001297520,回复 @极蓝烬雪 :不是，1是卖菜切碎了做成馅，和面擀成皮，包成饺子吃。我说的2是预制馅和皮，冻起来，想吃饺子拿出来就包，你知道饺子馅怎么做吗？里面要放油，香油，酱油，醋，盐，然后搅拌均匀，这流程完事再冻起来就是半预制。3是直接冷冻水饺，煮了就能吃，全预制。,neutral,train
bilibili_comment:274618136049,西贝什么时候有的，前几年出差全国跑，为啥我没见过，只吃过大米先生，老乡鸡的,neutral,train
bilibili_comment:276247676896,视频最后跨省那个，我想多提一嘴，真的很多人觉得跨省抓捕，抛去所有前因后果，是真的会有很多人觉得跨省抓捕执法是很正义是没问题的，身边例子，广西桂林一所学校，跟里边的学生闲聊说过这个话题，80%的学生都觉得跨省不是什么问题[喜极而泣]你敢想，这还是读过书受过教育的[笑哭],neutral,train
bilibili_comment:287633547649,官方要是真想支持西贝，就应该来一波宣传攻势，全民大科普，解决掉大众对预制菜的误解。,neutral,train
bilibili_comment:274657126209,会不会是因为连中央厨房都没有才这么贵还难吃！？[doge],sarcastic,train
bilibili_comment:276013459008,儿童餐里的西兰花比儿童年龄还大[呲牙],sarcastic,train
bilibili_comment:274578096177,罗永浩这么多年骂战就没输过，从西门子到方舟子从王自如再到现在的西贝。。。哈哈哈哈,positive,train
bilibili_comment:275928944768,飞机预制菜没意见还有一个重点是因为大家都知道天上做饭有亿点难，能吃口热乎的就不错了，就自然接受了,neutral,train
bilibili_comment:274697211937,回复 @仙贝1129 :是苹果手机的母公司,neutral,train
bilibili_comment:274806182001,去主打辣味的川菜和湘菜馆比较容易分辨预制菜。之前去的几家说要少辣，正常应该是辣度减少。但是他们出的餐是整体味道都变淡了，十分之寡淡跟水煮菜一样。我就知道他们用的是调料包了，没法只减少辣味，只能少放调料让整个菜都变淡。,neutral,train
bilibili_comment:274626615921,回复 @xcvvzdcc :还不是土鸡蛋[吃瓜][吃瓜][吃瓜][吃瓜]也就10几块的价格,sarcastic,train
bilibili_comment:276161773504,不用看了，已经结束了。罗永浩最新微博意思是被约谈了，到此为止,neutral,train
bilibili_comment:275161354129,其实搞中央厨房半成品也没什么，但我不明白为什么自爆？,neutral,train
bilibili_comment:274824476881,我看了，也想笑,neutral,train
bilibili_comment:289773425744,又不是预制菜的问题，是钱的问题,neutral,train
bilibili_comment:276045618224,搞笑呢，谁管他预不预制菜了，而是拿着现做菜的价格卖我预制菜，你想当冤种可别拉着所有人,angry,train
bilibili_comment:274661152881,南瓜确实不应该用冻货，但是西兰花大多数是冷链运输的，我也是老餐饮人，这么多年还没见过新鲜的（离产地近的地方应该有新鲜的），批发市场都是冷链泡沫箱装的。当然，我不是帮他洗地，他这种去年的，肯定是有问题的。说实话我都有点无法理解，唯一的猜测是他们这种大型连锁，故意低价采购库存才买到陈年货。像我们这些小饭店都是直接批发市场买，新鲜度基本上还是有保障的。[吃瓜],neutral,train
bilibili_comment:276346637920,萨莉亚没卖你45一盆炒鸡蛋,sarcastic,train
bilibili_comment:274525216529,经典案例，独立客观第三方,sarcastic,train
bilibili_comment:275997737600,起码有个二次加热,neutral,train
bilibili_comment:289830128608,美味没有标准，不好执行,neutral,train
bilibili_comment:275939942752,百分百不是预制菜[doge]等于百分百是通过加工的菜,sarcastic,train
bilibili_comment:276160023936,说个自己家的事吧，我家早年干快餐的，所有菜式用料都是当天我老爸上菜市买的（肉是肉档当天送来的）结果干了两年我老爹嫌成本太高关门了。知道多年后我到市里生活，到哪吃饭都觉得没我爹做的对味，我还一直以为我爹是什么不世出的厨艺天才，直到朋友的朋友开了餐馆我才知道tm那时候开始大多数餐厅用的肉类都是速冻食材，鱼除外，我老家没有鱼缸的店基本不卖鱼（福建人吃鱼真挺精的）[笑哭][笑哭][笑哭]。看完视频感觉不是没有新鲜货只是新鲜货成本太高，也不是速冻食品不能用是定价是否合理的问题[笑哭][笑哭][笑哭],neutral,train
bilibili_comment:275924334368,"简而言之，我在便利店买了一桶红烧牛肉面，5块，商家告诉我是泡面，买的是泡面价，吃的也是泡面
但是我去一家餐厅，后厨也买了一桶红烧牛肉面，在后厨泡好了给我，告诉我是现做的牛肉面，50块",sarcastic,train
bilibili_comment:276068191008,方便面就该买方便面的价格！别当消费者冤大头宰,negative,train
bilibili_comment:274775740241,喜欢西贝的两岁西兰花吗[星星眼],sarcastic,train
bilibili_comment:274867433953,靠山给贾老板的自信,sarcastic,train
bilibili_comment:274765335329,如果西贝不是开放厨房，里边厨师得少一半，一个人看一排锅，还可以早上过去加工一大桶，一桌盛一碗，做完全部进保温柜，服务员直接上菜，适合做外卖店走薄利多销，一桌700预制菜就很奇怪，不如直接自己买原材料多出来的差价请个厨师上门炒菜，做一桌子菜300我觉得多的是人上门炒，成品半成品本质上都是为了节约人工成本，三个人事被一个人干完了，原料成本变低了，还越卖越贵就很不合理，如果饭店开不起工资了，或者运营困难，让厨师走飞锅我觉得挺好的[吃瓜],negative,train
bilibili_comment:276052159136,我家就是用的亚麻籽油，原来炒个鸡蛋能这么贵,sarcastic,train
bilibili_comment:276379503584,额，武汉黄石有个东贝制冷厂，做冰淇淋机的，你开东贝餐饮应该算是侵权[笑哭][笑哭][笑哭],sarcastic,train
bilibili_comment:275911726400,一个西式面包可以卖 21 块，一个古法馒头为什么不能卖 21 块？[doge]又没人强迫你买[doge]为了流量也是拼了,sarcastic,train
bilibili_comment:274704995537,回复 @夢夢gtz :鸡蛋比鸡都贵[doge],sarcastic,train
bilibili_comment:276113066432,不行，因为你不会用拿毛笔的手势去握铲子,neutral,train
bilibili_comment:274620848113,都是实在人啊，厨师长说自己没厨师证[doge_金箍],sarcastic,train
bilibili_comment:274595357953,可以预制，但是价格你不能太高,neutral,train
bilibili_comment:276101401168,这老板就是不会说话    你这么说就是狡辩   这个就是扣字眼 玩文字游戏 越这样 越会引起公愤  预制菜就预制菜 贵就贵  吃的人他自己心里不知道咋回事？ 几分钟就上菜？ 价格贵还吃？  消费人群都知道咋回事 来回辩就把自己拉低了层次 公关真的很次  都不是傻子 非要把简单的事讲复杂了 最后把自己绕进去了 往实了说 几百家店 上万名员工的规模 肯定有他受用的顾客 预制菜 价格不匹配 这事难道是一天两天了？ 该吃他还是吃  不然早黄了   但他这样回复我只能说高端局把自己玩崩了,disappointed,train
bilibili_comment:274565310225,我想起以前罗永浩pk王自如了,neutral,train
bilibili_comment:276271739584,贾老板刚罗永浩吗？西门子和王自如吊死在后山的歪脖子树上才几年呐？贾老板忘啦？,sarcastic,train
bilibili_comment:276100546624,回复 @老杜灬 :正大的散卖也是一元一个，他们批量采购只会更便宜吧。,neutral,train
bilibili_comment:276115190352,国外给的价格高,neutral,train
bilibili_comment:276063135120,因为他觉得没错啊。卖的贵不是自己的问题。菜品有加热有土豆洋葱这些菜码就是所谓的预制菜。既然当初喊出715上班制都没事儿，那我喊出我不是预制菜有啥问题。,neutral,train
bilibili_comment:274567034513,预制菜也没关系问题是没标注，还自称没有预制菜，还用自己行业的标准回怼[笑哭]公关太失败了,neutral,train
bilibili_comment:275027727265,"有考公的没？做过道选择题，其中一个选项，食品企业只需自己检测食品质量即可，无需请第三方检验。
正常人应该都觉得是错的吧
但是这个选项是他妈对的。是的，他们觉得是对的",sarcastic,train
bilibili_comment:275900439904,出门在外的内蒙人，有时候想吃莜面，只能点西贝[辣眼睛],neutral,train
bilibili_comment:276775836592,回复 @世界第一召唤师 :那个炖鸡48一小盆巨好吃，我没事就去买一只端回家吃[大笑],positive,train
bilibili_comment:276014706096,我可以去西贝当厨师长吗[嗑瓜子],sarcastic,train
bilibili_comment:274618546017,不行，因为没有油烟机，油烟出不去[笑哭],positive,train
bilibili_comment:274520785473,就这么说吧，华莱士那个价，是不是预制菜我们不知道吗[笑哭]大家天天笑喷射战士也没人骂他啊,sarcastic,train
bilibili_comment:274640197809,回复 @落世沉霜 :一句话，四个意思，要换，换，要退，退，爱吃，吃，不吃，滚。。。,sarcastic,train
bilibili_comment:274888365409,说白了还是贵，价不配位,negative,train
bilibili_comment:275918174480,是不是只能吃火锅了？火锅底料是预制，菜和肉不是吧,neutral,train
bilibili_comment:274622293217,公关：我早就想干了😋,sarcastic,train
bilibili_comment:274590738561,多去洗一洗[doge],sarcastic,train
bilibili_comment:290009846640,这就是会公关和不会公关的区别,neutral,train
bilibili_comment:275919159328,电费花了20元，那得冻了多久啊,sarcastic,train
bilibili_comment:274723924225,现实很魔幻[doge],neutral,train
bilibili_comment:276019101568,"老罗：我要一份预制菜。

西贝：不好意思先生，这个不是预制菜，这是一份半成品菜。。

老罗：我不管你怎么叫，我就叫这个是预制菜。

西贝：不好意思先生，这不是预制菜，这是半成品菜。

老罗：我不管你怎么叫，我就要三份中间这个预制菜。

西贝：不好意思先生，我们没有预制菜。预处理菜，半成品菜，前置处理菜。",sarcastic,train
bilibili_comment:274539510817,不知道强调了多少遍  不知道抵制预制菜 是因为用了预制菜还不承认  不知道你在这说什么,disappointed,train
bilibili_comment:274946134593,因为家里面的亲戚就是干餐饮开店的，和人去外面商场吃饭时如果是那种连锁品牌店，我都是默认吃的是预制菜，我就会吃的很少，如果价格还贵那我真的是会无语到的，和朋友兄弟姐妹去吃饭的话都是去那种开在外面的餐厅，鱼鸡啥的最好是能现点现杀。,disappointed,train
bilibili_comment:274825908769,回复 @非常讨厌吃土豆 :谢谢,neutral,train
bilibili_comment:275918838384,回复 @卿蜜无间 :我孩子三年级，学校也有配餐，只管中午，一个月三百，家长还组织去厂房厨房去参观啥的，没意思！我我孩子在外面吃的自己做饭的小饭桌，一个月700，吃着安心。。。。对了，最近我们这济宁又有学校爆出来，几百个学生貌似食物中毒。。。,anxious,train
bilibili_comment:276169810560,我打算在西贝旁边开一个东贝。西贝炒不了的菜我东贝炒，西贝煲不了的汤我东贝煲。一句话， 西贝做得了的菜我东贝要做，西贝做不了的菜我更要做。新鲜食材，当天现炒，这，就是——东贝。[doge_金箍][doge_金箍][doge_金箍],sarcastic,train
bilibili_comment:289824207568,回复 @叫我浩哥哥丫 : 只要是开门迎客的私房菜馆，人流量大，基本无法保障卫生条件,neutral,train
bilibili_comment:288973085664,回复 @逆熵NE : 现在说的是消费者的知情权 他欺骗消费者 宣传新鲜 现做 料理包 这和预处理大火猛炒是一回事？他一直说不是预制菜符合规定标准 现实是国标定义都没有 只有一个六部委发的通知 这通知是标准？是法律？通知猛定义预制菜标准？,disappointed,train
bilibili_comment:274515022337,老罗主要就是想说，西贝吃相太难看了，标价那么高，居然还不是新鲜的,negative,train
bilibili_comment:274847550369,你看看挺西贝的那些[笑哭]应该都发力了吧,sarcastic,train
bilibili_comment:289831630416,回复 @KyonR :我不懂这些，毕竟我不消费麦当劳我也没吃过西贝，一顿饭人均超过20左右的我都觉得不划算。,neutral,train
bilibili_comment:274524645169,怎么还有人不明白呢？就好比我拿一瓶浓缩芒果汁调一杯芒果汁饮料，30块卖给你。然后说是鲜榨。我不排斥浓缩芒果汁调的果汁饮料。而是你明明是调制饮料，却说是鲜榨果汁。还卖的死贵。,disappointed,train
bilibili_comment:274740356001,回复 @一抹多的月半冫欠 :当然是预制菜了、 很朴素的认知：现做现吃的不叫。,neutral,train
bilibili_comment:274644358161,价不一样，死虾按活虾的价卖你，你也不干。,negative,train
bilibili_comment:276148244672,蜜雪冰城：那我那8个小时的柠檬片算啥[大哭],sarcastic,train
bilibili_comment:276017286768,羊羊：我都死了一年了为什么还不能投胎 ？[大哭]阎王：你的腿还在西贝……,sarcastic,train
bilibili_comment:287736063297,"都在为预制菜吵来吵去

而我已经买了预制菜自己加热了[doge]

虽然含盐量有点高，有些菜不适合预制，但一份不到3块钱",positive,train
bilibili_comment:277610196096,回复 @白露级二号舰时雨 :方便面确实不是预制菜啊。你方便面你撕开就干吃面饼酱包吗？方便面也是个半成品需要你二次加工。肯德基麦当劳也是半成品，料理包预制菜是那种做好的菜可以直接就吃的。外卖那些小碗菜很多就是那种预制菜。而且预制菜也分高低贵贱并不都是便宜货,neutral,train
bilibili_comment:274526318417,私我，私我，我也要发财[星星眼],positive,train
bilibili_comment:286558118865,以前吃过西贝…个人感觉味道还可以，就是特么贼贵，量少[笑哭],negative,train
bilibili_comment:276024130080,虽然我不喜欢老罗，但是有些事情人家说的确实没毛病!,neutral,train
bilibili_comment:274909078865,"这事最让我震惊的不是预制菜这些东西
而是现在21一个的白面馒头  一顿饭吃大几百上千居然能成为一个大众话题   仿佛大部分人都能消费的起  甚至看到一堆人给小孩一顿早餐吃个几百都是正常消费
这片大地上居然能出现一个馒头21这种连锁饭店本身就是一件非常离谱的事情",negative,train
bilibili_comment:274694741825,老早就有了，20几年前在北京去卢沟桥的路上有一家，那会儿那地方还是郊区中的郊区。没去过，主打就是山西那些主食,neutral,train
bilibili_comment:275983707136,别的不说，光是罗支持杨景媛，这波无限站西贝,neutral,train
bilibili_comment:274737382129,吃着预制面骂预制菜[呲牙][呲牙][呲牙],sarcastic,train
bilibili_comment:275991833360,啥时候较真一下所谓“无偿加班”[doge],sarcastic,train
bilibili_comment:275917560144,"西贝肯定是预制啊，这些商场里面的，连锁的，你看看菜单就能知道预制菜多不多了。
家门口的万象，我所有店都吃过，大几十家，真的唯独西贝没去，因为这一眼预制菜的菜单，还那么贵。
难道去西贝的，都以为它不是预制菜？？？",sarcastic,train
bilibili_comment:275963441232,我一个小时的时薪只能买一个馒头！[笑哭][笑哭][笑哭][笑哭][笑哭],sarcastic,train
bilibili_comment:289943472368,在你四十岁之后出现的新事物都是奇技淫巧，在你五十岁之后出现的新事物都是大逆不道的,sarcastic,train
bilibili_comment:276244607328,这就叫自在极意，就这么刚[doge],sarcastic,train
bilibili_comment:274723742849,西贝本来就是做服务品质的，网友其实多数情况去西贝吃的也不多，为啥这么贵还能卖的还不错消费者都会选，网友虽然网爆的很爽，但是大部分应该不是西贝的消费群体,neutral,train
bilibili_comment:287847643009,回复 @执情持剑断红尘 : 断章取义出自不要断章取义,neutral,train
bilibili_comment:276056365504,狗咬狗,sarcastic,train
bilibili_comment:275977700704,回复 @follingkkk :[滑稽]emmmm....和路边10元的的没啥不一样,sarcastic,train
bilibili_comment:287632310177,为什么贾国龙这么委屈，因为作为行业内人士，他知道自己的菜品是连锁餐饮品牌里。最干净，最卫生，最追求菜品质量的品牌之一了。,positive,train
bilibili_comment:275863926992,这件事，只要是吃饭馆的，吃外面点餐的，都应该支持老罗。正常人类，理解现做的饭菜，就是我下单后，餐馆把生鲜食材，通过自己厨房餐具完全做熟，端到食客面前。中间不存在半熟，冷冻数月以上的食材，和反复热制的食材。同时我们都应该支持老罗，呼吁推动预制菜国标早日出台，并且食客有对预制菜的完全知情权。,positive,train
bilibili_comment:290627957888,老贾年轻还挺帅,positive,train
bilibili_comment:274649097281,西贝在自救跟自证之间选择了自杀[笑哭],sarcastic,train
bilibili_comment:290401791136,"江西小炒,你可以在厨房看厨师放新鲜的菜现炒[doge]",sarcastic,train
bilibili_comment:275875231856,最可怜的是会有人说：谁一大早给你买那么多鱼来做菜啊[doge]，彻底绷不住了,sarcastic,train
bilibili_comment:274834683361,"西贝是我见过最勇敢的
带包装热 它不藏
冻一年的羊腿 它也不藏
转基因油还是最便宜的 它还不藏[doge]",sarcastic,train
bilibili_comment:276172689440,大哥，再闹会被异地执法的，老罗不想继续了，本来就是一句吐槽，谁想着对方上来自己捅自己呀[笑哭]，主动请别人去看，说他们不是预制菜，结果你也看见了，老罗估计也纳闷呢[doge],sarcastic,train
bilibili_comment:289137863104,谁让你清醒了,sarcastic,train
bilibili_comment:276018070912,不卖贵点员工工资水电煤装修你出吗,sarcastic,train
bilibili_comment:277731291232,如果他们开在商场的话店租什么的也很贵的，这些成本也得抠出来,neutral,train
bilibili_comment:275576641553,定义是人定的，而且压根就不是广大百姓承认的,neutral,train
bilibili_comment:275960378944,胡律说的法律上的界定没问题，但是大多数老百姓认为现做的菜是如图这样的,neutral,train
bilibili_comment:277602862976,有没有可能，贾借刀杀人，贾正愁没地方找刀呢，罗永浩自己变成刀去了,neutral,train
bilibili_comment:274724864497,那如果没有一个老罗爆出来这件事，还要有多少消费者继续吃亏呢？,neutral,train
bilibili_comment:287745332257,"还有一点就是小孩太多了，基本每天在洗碗间都会有人不停的来催
“要儿童餐的餐具，还有茶杯！要儿童餐的餐具，还有茶杯！”
对西贝最好的印象应该就是它们的餐具真的不错，厚实的很，每次一大叠搬的时候就和搬砖一样，特别是那些装大骨和烤鱼的盘子，一个大的要死，一个纯金属的重的要死",positive,train
bilibili_comment:274635087729,那你为什么不承认自己是预制菜？,negative,train
bilibili_comment:276005914944,是啊,neutral,train
bilibili_comment:275978676480,回复 @PB_02S麻雀 :他这个看个锤子，半成品也好成品也好只要不是现做的就是预制,neutral,train
bilibili_comment:274838105121,纯血四川人，纯粹饮食文化交流一下[笑哭]西贝我是因为这个事件才知道这个餐厅的，人均一两百已经感觉很高了。结果一看菜单全是面食，糕点或者简单烹饪的纯肉。反正如果我遇到这种餐厅看菜单不会想着去吃，西贝怎么做到靠这些菜在爆雷前开遍大江南北还有整到个儿童餐饮名头的。还是说北上广像我这种不喜欢面食加纯肉配合的才是少数？,negative,train
bilibili_comment:274758782817,03:43 不是，等下等下，他们说冷鲜菜比地里刚采出来还要有营养？？？喝多了这是？？？,sarcastic,train
bilibili_comment:276026623808,核心是价格，我花钱去饭店你给我上保质期几个月的预制菜就不合适了，那我为啥不花钱自己买预制菜自己在家做,negative,train
bilibili_comment:274837054113,这里面最有意思就是胖东来的于跳出来支持西贝,neutral,train
bilibili_comment:274814803169,其实现炒一定比较贵跟原料没有直接关系，和人工费关系比较大。预制菜是大厨用超大锅炒，同样的时间炒一份可以装十几个小袋冰冻，甚至没有大厨直接机器炒。现做的不一定更好吃（个人觉得很多没营养的垃圾食品都比健康食品好吃多了），但是有个厨师专门为你每人每道菜花个十几分钟忙活，消费者就得承担给人家应有的劳动薪水和上菜等待时间。然后你工厂量产的菜都这么量少价又贵，如果有现炒的菜不是还要更贵，这是老罗纠结的。,neutral,train
bilibili_comment:274572565969,"不小心吃了预制菜不要慌
，
，
，
，
适当运动可以消耗摄入的卡路里！！[doge]",sarcastic,train
bilibili_comment:274866271329,回复 @太2真人wesley :不是哦，肯德基麦当劳炸鸡翅鸡腿腿堡肉都是当天裹粉现炸的，奥尔良也是提前一天腌制冷藏然后再烤箱烤的，冰淇淋是夜班用雀巢奶粉和冰淇淋粉调的液冷藏第二天开店用，只有上校鸡块薯条是预制的。皮蛋瘦肉粥，粥是后厨用中粮的米煮的白粥，里面的瘦弱是料理包和粥搅拌的。,neutral,train
bilibili_comment:276088222080,感觉比西贝有食欲,neutral,train
bilibili_comment:274567785281,为什么要在乎时间这个东西呢？你吃东西的核心目的不是好吃，营养，卫生吗？在以前科技不发达的时代，时间稍微长一点就必然导致食品不好吃，不营养，不卫生。那么现在的食品科技完全可以保持时间长了也依然好吃营养和卫生。你的脑子没有跟上时代吗？你还是原始人吗？所以你才不想吃几个月前的东西，是吗？,neutral,train
bilibili_comment:276204374768,虽然呦西不是东西，但是罗桑故乡的樱花开了[doge_金箍],sarcastic,train
bilibili_comment:274585504529,今天刚吃的米其林，八个生煎22块[doge],sarcastic,train
bilibili_comment:274583893233,回复 @L0afery3 :人均三十吃西餐，就算不好吃也不会喷，而且萨莉亚大部分还开商场里。[微笑],neutral,train
bilibili_comment:276252917648,西贝事件很难想象这种公关方式真的蠢的不能再蠢了，什么都不干比它们现在这种公关好100倍[笑哭],negative,train
bilibili_comment:302537383152,回复 @山东炜德银矿 :然后呢？官司赢了 西贝的营业额就不下滑了？你就算告赢了 罗大佐顶多配个万把块➕道歉，西贝损失的可不是这句道歉可以挽回的,neutral,train
bilibili_comment:274532714897,建筑设计老登了说一下商场明火这个事情，从设计角度是允许的，只不过设计上来说使用燃气的厨房要做防火分隔和防火门，也就是说他厨房的范围采用的是耐火2小时的防火隔墙（这一点其实普通砖墙就是满足的），然后要乙级防火门/防火玻璃，燃气主管是整个商场统一在外部设置调压站往商场内通，燃气调压站是从市政燃气管接入商场的转换过程，燃气管在商场通的时候都是沿着外墙布置，纯敞开的没关系，大家看到那种刷成黄色的管道就是燃气管，如果在井道内则需要井道靠外墙并且设置百叶通风，然后由主管到了餐饮层的时候设置支管直接通向厨房内，支管不允许穿过走道，必须直接进入厨房，也有先到屋面再方向往下穿的设置方法，总的来说是允许的，就看一开始商场设计的时候有没有考虑燃气给商铺留好燃气条件。然后现在电餐饮设备不断升级以后，很多商场开始推行电餐饮，电餐饮不需要设置这么复杂的燃气井道，只需要在设计初始的时候预留好更多的电量即可，开发商有些为了设计上的考虑或者成本上的比较可能确实没有预留燃气条件。然后国标《建筑设计防火规范》在电餐饮上没有详细的解释是否要防火分隔，只笼统提了厨房，因此外省的我不清楚图审公司怎么认定，浙江省专门有《建设工程有关消防技术问题的专家答复》这样一个文件明确说了“无明火采用电加热的厨房可以不做防火分隔，但要设置厨房灭火装置，因此在浙江省商场内电餐饮是专门放宽了。商场能不能做燃气，能不能用明火炒菜这个问题是商场设计的时候有没有考虑布置燃气决定的，不是政策一刀切的，然后有些通了燃气的商场也可能不是所有店都通的，设计的时候会区分好明火厨房和无明火厨房。,neutral,train
bilibili_comment:275911132128,21块一个的馒头，他就是当我面先做也得不了一句好，价格不合理是一方面，另一方面是死不承认用了预制，整个饭店里最低配的是饭菜，其他方面倒是光鲜亮丽,negative,train
bilibili_comment:274794837553,赢了官司又如何？这压根就不是官司的事,neutral,train
bilibili_comment:276266281056,回复 @xooom :官方法律文件愿意求教,neutral,train
bilibili_comment:276561367120,西贝的主要问题是又贵又难吃，拿预制菜当现炒卖，之前我附近西贝开业活动，全场七折，我跟一个同事吃了两百多没吃饱,negative,train
bilibili_comment:274589316353,我不是站西贝，但是这玩意也不卖21阿，刚去小程序上截的图,neutral,train
bilibili_comment:286542798993,其实罗永浩的重点是下飞机，他解封限高了。你偏偏去惹他，哈哈。关键老贾到这会还没搞明白他和大众的对立从来不是什么预制菜和中央厨房预加工的问题，而是价值观的问题，大众从来不认同他们行业内制定的预制菜定义，更无法认同预制菜还是高端菜品的说法。,sarcastic,train
bilibili_comment:286901199089,回复 @腌咸蛋黄到底需要几天 :老罗提了,neutral,train
bilibili_comment:275917927216,我们不做菜，我们只是菜的加热工[doge],sarcastic,train
bilibili_comment:287675919089,贾国龙非常坦诚、、他开局就让大家去参观厨房了、、没点自信敢开放厨房？？,positive,train
bilibili_comment:274803813265,腰围,neutral,train
bilibili_comment:276245963856,罗永浩只想怼西贝，西贝老板直接扩大到预制菜范畴，概念变成了罗永浩怼预制菜，罗永浩知道政府对于预制菜的态度，罗永浩撤退了，而绑架了政府来防御罗永浩的西贝秋后怎么样就不知道了,neutral,train
bilibili_comment:274966619313,回复 @MyNameNull :说这么多，你就在这说你就天天去吃西贝，然后把消费单挂出来，你看看还有没有人说你[doge],sarcastic,train
bilibili_comment:276370444624,"回复 @Gai溜子制片人 :预制菜说不过说味道，味道说不过说厨师证，厨师证说不过说价格。有泼妇胡搅蛮缠那劲了[支持] 
明码标价，强买强卖你了？1900烧鸟没见你喷呢，也是冷冻串！",sarcastic,train
bilibili_comment:274898705985,顶！[打call][打call],positive,train
bilibili_comment:274568785505,你是在说预制菜的范围吗？还是说不知道大众普遍认知的所谓预制菜范围！,neutral,train
bilibili_comment:276128251408,这个是老视频，闭门器已经被超越淘汰了，现在都是磁吸的，不会关不上,neutral,train
bilibili_comment:287642981201,回复 @迪奥似 :你没理解我的意思，我是说企业优胜劣汰，但是不能因为某企业创造了大量就业岗位就不允许某低质企业被市场淘汰。但是被淘汰的企业的员工如何再就业，需要人社部门考虑，而不是让低质企业继续苟活。回应的是第一篇报道。,neutral,train
bilibili_comment:274808458945,西北一直是预制菜啊，大商场里的餐厅都是预制菜的，难道大家不知道吗？？,neutral,train
bilibili_comment:275902081072,别乱搞，董阿姨要生气的[doge][doge],sarcastic,train
bilibili_comment:276187786176,我滴妈🤦这尼玛说一本万利也不为过,negative,train
