sample_id,sample_bucket,content_id,source_id,source_title,content_type,user_id,user_name,content_text,created_at,like_count,received_reply_count,topic_label,stance_target,stance_label,emotion_label,discourse_labels,risk_labels,intensity,confidence,need_review,annotation_reason,split
S1139,random,bilibili_comment:275050025953,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,reply,bilibili:14052183,iso一万两千八,回复 @妙娃中子 :不愧是京爷 在北京西贝已经算是便宜那一档了,2025-09-19T07:14:45+08:00,0,0,price_value,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,1,0.8,false,反讽说西贝在北京算便宜，实际质疑价格,train
S0832,source_stratified,bilibili_comment:289936848160,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,reply,bilibili:51551130,爱做梦的夜猫,卧槽狗上沙发上桌，下一桌坐这的客人咋办,2026-01-28T12:07:34+08:00,181,0,meme_offtopic,xibei,question,sarcastic,sarcasm;meme,low_risk_discussion,3,0.8,false,玩梗讽刺狗上桌，但未构成明显攻击,train
S0456,top_replied,bilibili_comment:275907604624,bilibili_video:115190486012634,西贝创始人贾国龙：预制菜是未来的大趋势，我们是不一般的预制菜#西贝 #预制菜 #罗永浩 #贾国龙,reply,bilibili:3493133740411017,沉默空洞,回复 @吃肥了再减 :中国90%的打工人都在天天吃外卖预制菜,2025-09-13T11:57:35+08:00,10,12,prepared_food_authenticity,industry,support,neutral,information_claim;rational_argument,low_risk_discussion,2,0.8,false,陈述预制菜普遍事实，支持行业,train
S1278,random,bilibili_comment:275049692993,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,comment,bilibili:13515899,作死什么病,我能接受的预制是你早上从中央厨房加工好了，中午我吃的时候给我热一下上来，至少东西都是今天买的今天加工的,2025-09-19T07:08:56+08:00,1,0,consumer_right_to_know,consumers,neutral,neutral,rational_argument;personal_experience,low_risk_discussion,2,0.9,false,表达对预制菜可接受的标准，体现消费者知情权诉求,train
S0296,top_liked,bilibili_comment:275900411328,bilibili_video:115190486012634,西贝创始人贾国龙：预制菜是未来的大趋势，我们是不一般的预制菜#西贝 #预制菜 #罗永浩 #贾国龙,comment,bilibili:298576806,照烧鸡牛肉饭,没人反对预制菜啊，黄桃罐头摆明了预制一样有人买，宇航员吃的都是预制菜，问题是你拿24个月保质期的半成品加热卖138说自己是现烧的不是搞笑吗贾哥？,2025-09-13T10:40:11+08:00,317,11,prepared_food_authenticity,xibei,question,sarcastic,sarcasm;rational_argument,low_risk_discussion,4,0.9,false,反讽西贝用预制菜冒充现烧，价格高且欺骗消费者,train
S1211,random,bilibili_comment:276256486240,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,comment,bilibili:919436,卡拉扬的妹夫攻,西贝柳斯风评遇害[笑哭],2025-09-16T21:30:50+08:00,0,0,meme_offtopic,xibei,neutral,sarcastic,sarcasm;meme,low_risk_discussion,1,0.9,false,玩梗调侃西贝风评，无实际内容,train
S0584,source_stratified,bilibili_comment:275975510992,bilibili_video:115192264397445,罗永浩谈西贝1个馒头卖21元,reply,bilibili:22921913,春乏秋困夏睡冬眠,回复 @大会员冲给了小号 :只有西贝卖馒头？ 贵不买不就行了？,2025-09-13T23:27:44+08:00,0,1,price_value,xibei,support,sarcastic,questioning;sarcasm,low_risk_discussion,2,0.8,false,反讽回应，认为贵可以不买,train
S1308,random,bilibili_comment:274870352241,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,reply,bilibili:220940375,被生活暴击的瓜瓜,回复 @幺幺零氙 :两拨人，西贝基本是带孩子去商场上辅导班或者看电影逛街，不想做饭顺便吃点的人,2025-09-17T06:20:48+08:00,0,0,industry_trust,consumers,neutral,neutral,information_claim,low_risk_discussion,1,0.8,false,分析西贝客群主要是带孩子上课的家长，属于客观描述,train
S0439,top_replied,bilibili_comment:274539229953,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:361705791,不日成王,我做便利店的，我们保质期超过三个月就要求提前15天报废了，超过半年的提前45天报废，视频里9个月保质期的就剩十天出头了还在用啊？这还高端餐饮呢，标准还真是低啊[思考],2025-09-13T16:37:32+08:00,310,13,food_safety_child_meal,xibei,question,disappointed,personal_experience;information_claim;rational_argument,low_risk_discussion,3,0.9,false,用便利店经验对比质疑西贝食品安全标准低,train
S1126,random,bilibili_comment:286721531169,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,reply,bilibili:104343664,欧气与非气共存之人,他那个辞职的公关估计是被老贾整崩溃了，不然为啥辞职,2026-01-17T21:46:03+08:00,4,0,brand_pr_crisis,xibei,question,negative,information_claim;questioning,low_risk_discussion,2,0.7,false,猜测公关辞职因被西贝老板整，质疑西贝管理，但无直接攻击。,train
S1399,random,bilibili_comment:275927118864,bilibili_video:115192264397445,罗永浩谈西贝1个馒头卖21元,reply,bilibili:2565513,周老板家的,回复 @nonameis :他卖这么贵敢承认嘛,2025-09-13T15:25:42+08:00,0,0,price_value,xibei,question,negative,questioning;simple_attitude,low_risk_discussion,2,0.8,false,质疑西贝高价不敢承认，态度负面。,train
S1436,random,bilibili_comment:291396103697,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,reply,bilibili:108689967,见习魔法师见闻,回复 @bili_98263403164 :也许只是开的早，抢占了市场,2026-02-26T22:24:36+08:00,0,0,other_unclear,unclear,neutral,neutral,rational_argument;echoing,low_risk_discussion,1,0.8,false,简单猜测式评论，没有明显倾向,train
S0681,source_stratified,bilibili_comment:276786014944,bilibili_video:115245498500488,罗永浩：我这辈子没打过这么离谱的仗，对方上来先捅了自己20多刀…,comment,bilibili:3546777716263815,账号已注销,老罗只是想显摆一下能坐飞机了[捂脸]吐槽西贝只是为了这盘菜[捂脸],2025-09-22T10:39:41+08:00,9,0,luoyonghao_persona,luoyonghao,neutral,sarcastic,sarcasm;meme,low_risk_discussion,1,0.9,false,调侃罗永浩动机，玩梗态度,train
S0290,top_liked,bilibili_comment:274504696577,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:630892173,杜冷小布丁,三百多家门店，估计都凑不出十个厨师。,2025-09-13T09:56:09+08:00,323,9,prepared_food_authenticity,xibei,question,sarcastic,sarcasm,low_risk_discussion,3,0.9,false,反讽西贝门店厨师少，预制菜多,train
S1194,random,bilibili_comment:288511647649,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:611002493,随风11223344,因为他试图教育消费者,2026-02-03T21:44:55+08:00,0,0,luoyonghao_persona,luoyonghao,question,negative,simple_attitude,low_risk_discussion,2,0.85,false,批评罗永浩试图教育消费者，带有负面态度。,train
S0363,top_replied,bilibili_comment:276015827728,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:682027731,虞玉羽,严格意义上说，卤菜都是预制菜，但是隆江猪脚饭、周黑鸭、绝味鸭脖，卖得也挺火啊（关键是不贵）,2025-09-14T11:56:26+08:00,31,21,prepared_food_authenticity,industry,neutral,neutral,rational_argument;information_claim,low_risk_discussion,2,0.9,false,用户理性讨论卤菜算预制菜且不贵的现象。,train
S1224,random,bilibili_comment:276142694096,bilibili_video:115207514947699,9月16事态升级【罗永浩VS西贝】大卫哥双开巅峰赛！,reply,bilibili:3546774300002337,猎奇王-重八,我适合当猎奇抽象主播吗？不适合→,2025-09-15T17:31:31+08:00,3,0,meme_offtopic,unclear,neutral,neutral,meme,low_risk_discussion,1,0.8,false,完全跑题，玩抽象梗。,train
S0774,source_stratified,bilibili_comment:276229981408,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,bilibili:520961921,YUTTER_yy,贵了,2025-09-16T16:46:59+08:00,0,0,price_value,xibei,question,negative,simple_attitude,low_risk_discussion,2,0.8,false,简单评价西贝价格贵，质疑性价比。,train
S0767,source_stratified,bilibili_comment:274995708593,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,comment,bilibili:10435269,魑魅王老五,其实很多商场不让用星星发动机，电磁炉制作太难吃了,2025-09-18T15:05:04+08:00,0,1,meme_offtopic,unclear,neutral,neutral,personal_experience,low_risk_discussion,1,0.7,false,讨论商场烹饪设备，偏离主题,train
S0199,top_liked,bilibili_comment:276146963952,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,comment,bilibili:70600615,_乱拳打死老师傅_,看了西贝今天发的公告，最让我震惊的是 都这个物价了 用的居然还是转基因大豆油[疑惑],2025-09-15T18:21:54+08:00,495,8,prepared_food_authenticity,xibei,question,disappointed,information_claim;questioning,low_risk_discussion,3,0.7,false,质疑西贝使用转基因大豆油，价格与品质不符。,train
S0285,top_liked,bilibili_comment:275905855712,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:13912621,漢臣驍騎校尉曹操,"我开饭店，
鲜羊肉串冻三天都很难吃。
冻肉解冻做羊肉串更难吃，我们都不用的，
一般都是冰鲜，一天两天赶紧卖，
你这冰冻一年，啧啧，啧啧。",2025-09-13T11:40:21+08:00,329,7,prepared_food_authenticity,xibei,question,negative,personal_experience;questioning,low_risk_discussion,3,0.9,false,个人经验质疑食材保鲜问题,train
S0447,top_replied,bilibili_comment:274740264721,bilibili_video:115207514947699,9月16事态升级【罗永浩VS西贝】大卫哥双开巅峰赛！,comment,bilibili:375737562,liuyy2018,我是理发的，会熟练使用剪子，请问我可以到西贝应聘什么岗位？,2025-09-15T17:53:34+08:00,47,13,meme_offtopic,xibei,question,sarcastic,meme;sarcasm,low_risk_discussion,2,0.9,false,用理发剪子比喻西贝预制菜，搞笑讽刺,train
S0079,top_liked,bilibili_comment:274473845969,bilibili_video:115191660484682,罗永浩手撕西贝直播全程【29分钟纯享版】,comment,bilibili:279661,JIUQIANSHUODAO,主要西贝那个价别说预制菜，就说直接现做也贵的离谱,2025-09-12T22:51:02+08:00,1206,2,price_value,xibei,question,negative,simple_attitude,low_risk_discussion,3,0.9,false,直接批评西贝价格贵，无论是否预制菜都不值。,train
S0226,top_liked,bilibili_comment:275926238096,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,comment,bilibili:408436013,Mr-__,左右脑互搏,2025-09-13T15:15:02+08:00,435,2,brand_pr_crisis,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,1,0.8,false,讽刺西贝公关自相矛盾,train
S0346,top_replied,bilibili_comment:275917295808,bilibili_video:115194328127778,罗永浩手撕西贝近40分钟超长精华版，逻辑清晰，层层递进，格局拉满，对西贝来说招招致命。很有意思。,comment,bilibili:34370937,闹木擦看的小伙纸,出去要吃新鲜的，人均300起，吃不吃？要便宜要新鲜，家里自己做。,2025-09-13T13:31:00+08:00,1,26,price_value,consumers,neutral,neutral,rational_argument;simple_attitude,low_risk_discussion,1,0.8,false,理性分析新鲜与价格的关系，中性建议,train
S0724,source_stratified,bilibili_comment:276142639264,bilibili_video:115207514947699,9月16事态升级【罗永浩VS西贝】大卫哥双开巅峰赛！,reply,bilibili:100481802,彷徨丶幽冥,硬，高,2025-09-15T17:32:30+08:00,1,0,luoyonghao_persona,luoyonghao,support,positive,simple_attitude,low_risk_discussion,1,0.7,false,简短称赞罗永浩,train
S1111,random,bilibili_comment:286721769777,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,reply,bilibili:413356970,我真的不要西瓜霜,回复 @HMI串口屏 :甜度都是可以调节的，无糖都可以，多说一句话的事儿,2026-01-17T21:48:16+08:00,0,0,other_unclear,unclear,neutral,neutral,simple_attitude,low_risk_discussion,1,0.7,false,讨论甜度调节，主题不明，无立场情绪,train
S1247,random,bilibili_comment:276009469504,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,reply,bilibili:85209937,theseweap,那确实是很高了,2025-09-14T10:50:57+08:00,4,0,price_value,xibei,neutral,neutral,echoing,low_risk_discussion,2,0.7,false,附和他人观点，认为西贝价格高。,train
S0879,random,bilibili_comment:276767787408,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,comment,bilibili:394492244,青椒达摩王,"袁记云饺
自从大众知道它的馅料是预制后...我知道附近的已经倒了三家，我自己也不再吃了",2025-09-22T01:43:51+08:00,1,0,industry_trust,industry,question,negative,personal_experience;information_claim,low_risk_discussion,2,0.8,false,举袁记云饺因预制馅料倒闭例子，表达对预制菜的不信任。,train
S0283,top_liked,bilibili_comment:275908925792,bilibili_video:115194328127778,罗永浩手撕西贝近40分钟超长精华版，逻辑清晰，层层递进，格局拉满，对西贝来说招招致命。很有意思。,comment,bilibili:15470134,你们可以投降了,老罗最开始只是说西贝预制菜难吃又贵[doge]西贝老板就绷不住了,2025-09-13T12:10:38+08:00,331,13,brand_pr_crisis,xibei,question,neutral,echoing,low_risk_discussion,2,0.9,false,叙述事件，质疑西贝老板反应,train
S1190,random,bilibili_comment:276034708256,bilibili_video:115190486012634,西贝创始人贾国龙：预制菜是未来的大趋势，我们是不一般的预制菜#西贝 #预制菜 #罗永浩 #贾国龙,comment,bilibili:401692009,行知的毛猴,切，想洗大众的脑，幸亏我还会自己做几道菜。对了是价格不一般的预制菜,2025-09-14T15:05:31+08:00,0,0,brand_pr_crisis,xibei,question,sarcastic,sarcasm,low_risk_discussion,3,0.9,false,讽刺西贝想洗脑和价格不一般,train
S0191,top_liked,bilibili_comment:276025693232,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:24279030,青石桥上青人渡,"没人在乎西贝是不是预制菜，问题是中央厨房工业化生产都在压缩成本，但你定价却还是主打“高端”。
我去街边一个小馆子师傅现炒的一盘卖我30块，进西贝同样的菜，半预制要我68这就很是问题了。
再说句不好听的，华莱士够预制了，我吃华莱士25块钱七件套，我吃完就算蹿了也是我自己的问题，我一不在乎你预制，二不在乎你卫生，我只在乎你这个价格对不对得起你的产品，够便宜，你可以预制，甚至可以不那么卫生，我都能接受，但你卖的贵我就不接受了。",2025-09-14T13:26:25+08:00,520,14,price_value,xibei,question,negative,rational_argument;personal_experience,low_risk_discussion,3,0.9,false,理性讨论西贝价格高与预制菜成本不对等，质疑定价合理性。,train
S1465,random,bilibili_comment:287785261873,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,comment,bilibili:296539082,舒泯,其实西贝这个经营模式来英国挺好的，毕竟这里吃的比预制菜都特么难吃[辣眼睛],2026-01-28T10:03:05+08:00,0,0,meme_offtopic,xibei,neutral,sarcastic,sarcasm;meme,low_risk_discussion,2,0.9,false,反讽西贝模式适合英国，因为英国食物更难吃,train
S0905,random,bilibili_comment:274868840929,bilibili_video:115213655414090,罗永浩再停战，西贝自杀式公关，预制菜到底怎么算？,reply,bilibili:10637091,咚咚咚qiang,回复 @MAX111Checo :他都用芯片类比菜品了，就顺从他吧[大笑],2025-09-17T04:23:23+08:00,6,0,meme_offtopic,unclear,neutral,sarcastic,sarcasm;meme,low_risk_discussion,2,0.8,false,讽刺其他用户类比，玩梗,train
S0264,top_liked,bilibili_comment:276154564112,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:25612718,彼得爱美清,"罗永浩：你一个馒头卖21合理不？
西贝：这馒头我冻了两年，馒头1块，电费20块，怎么不合理？",2025-09-15T19:46:10+08:00,369,7,price_value,xibei,question,sarcastic,sarcasm,low_risk_discussion,2,0.9,false,通过戏仿对话讽刺西贝对馒头价格的解释。,train
S1460,random,bilibili_comment:276016907568,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,reply,bilibili:32890901,反俄狄浦斯的塔奇克马,你看的是菜篮子，人家看的是那个标，有那个标才有很多场所的入场券,2025-09-14T12:04:53+08:00,6,0,brand_pr_crisis,unclear,neutral,neutral,rational_argument;information_claim,low_risk_discussion,2,0.8,false,讨论品牌标的价值，与事件间接相关。,train
S1029,random,bilibili_comment:276201236144,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,reply,bilibili:383490624,梦想中一个亿,回复 @不是能猫 :防腐剂合理使用是不会对人产生任何问题的，酱油调料什么的基本都有防腐剂，盐和糖也能当防腐剂使用,2025-09-16T10:19:32+08:00,0,0,food_safety_child_meal,industry,neutral,neutral,rational_argument;information_claim,low_risk_discussion,2,0.8,false,理性讨论防腐剂安全性，认为合理使用无害。,train
S0593,source_stratified,bilibili_comment:276005486528,bilibili_video:115190486012634,西贝创始人贾国龙：预制菜是未来的大趋势，我们是不一般的预制菜#西贝 #预制菜 #罗永浩 #贾国龙,comment,bilibili:110662326,戚星踏月,哈哈哈哈哈哈哈哈哈,2025-09-14T10:08:23+08:00,0,0,meme_offtopic,unclear,neutral,positive,simple_attitude,low_risk_discussion,1,0.9,false,纯笑声，无实质内容,train
S1365,random,bilibili_comment:274791806705,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,reply,bilibili:384909195,学觋,罗翔除了疫情那会儿还有啥事件，不太了解望懂得科普,2025-09-16T09:42:07+08:00,0,1,meme_offtopic,unclear,neutral,neutral,questioning,low_risk_discussion,1,0.9,false,询问罗翔事件，完全跑题,train
S0598,source_stratified,bilibili_comment:276283126272,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,reply,bilibili:234613103,阿羽想睡懒觉,不过按理说，西比东要厉害点[doge]直接封死了东贝这一茬了,2025-09-17T07:02:17+08:00,0,0,meme_offtopic,unclear,neutral,positive,meme,low_risk_discussion,1,0.9,false,玩谐音梗,train
S1461,random,bilibili_comment:289910940144,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,reply,bilibili:670468624,西门子233,回复 @由照 :因为目前没有预制菜的国标压根就，所谓的行业标准就是贾国龙他们一行人设立的，目的是占据话语权，但是问题是，老百姓谁在乎你行业标准，你是料理包生产你就是预制菜，贾国龙完全可以承认并让群众慢慢接受西贝预制菜的现实，也可以跟过去的自己切割，挨骂就挨骂了，但是他偏偏就非得去指导群众，说你们说的不对，我们说的才对，好嘛[25年度表情包_藏狐][25年度表情包_戳戳],2026-01-28T02:34:08+08:00,22,0,brand_pr_crisis,xibei,question,neutral,rational_argument;information_claim;questioning,low_risk_discussion,3,0.8,false,讨论西贝自定预制菜标准，质疑其公关策略,train
S0663,source_stratified,bilibili_comment:275953903984,bilibili_video:115192130181384,罗永浩痛批西贝太缺德！一个馒头卖21块，比米其林餐厅还贵！#罗永浩#西贝#预制菜#太离谱,reply,bilibili:316666838,非常喜欢下雨天,回复 @心之何所行 :那应该差不多吧,2025-09-13T20:03:09+08:00,0,0,other_unclear,unclear,neutral,neutral,echoing,low_risk_discussion,1,0.9,false,模糊回应，无明确信息,train
S0131,top_liked,bilibili_comment:276038706720,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,bilibili:28860133,红豆南国等你,"不说当天，你头一天腌制的我也能接受。但是一年就离谱了。
只能说要么是他们这备货备了一年的量，要么是一年没有人吃羊腿。
总不能每次羊腿都是先用新来的吧。",2025-09-14T15:53:48+08:00,731,10,prepared_food_authenticity,xibei,question,disappointed,rational_argument;questioning,low_risk_discussion,3,0.9,false,质疑西贝羊肉储藏时间过长，理性分析但无攻击,train
S0355,top_replied,bilibili_comment:276254841392,bilibili_video:115208504741593,西贝和罗永浩打官司的话谁赢面大？有握手言和的可能吗？,comment,bilibili:94132846,是那个大冤种啊,本来就不是预制菜啊…预制菜是有明确定义的，怎么能说是你认为是预制菜就是预制菜呢？？律师也这样含糊其辞吗？？还有，西贝又不是专门做小炒的，有很多菜要烹饪的时间超过一小时，比如红烧牛腩，现做你觉得可能吗？那我喜欢吃的猪肉烩酸菜，难道我进店了让厨师现腌菜吗？？再有，西贝从来没有用不做预制菜这个说法去做营销吧？至于口味的问题，个人觉得符合西北人的口味，可能不如内蒙当地的好吃，但绝对比什么开在湖南、江西这种地方的新疆人烤羊肉好吃的多，我内蒙人来湖南真一口羊肉吃不下去，都是膻臭味，只有西贝的羊肉是可以吃的，如果你们也是西北人在南方应该懂我说什么。西贝的食品安全方面也绝对是连锁餐饮行业头部水平，其他餐饮店不管是费大厨还是什么椰子鸡火锅你敢让宝宝放心吃吗？？西贝最主要的问题就是贵，别的我认为没太大问题。跟风黑的人太多了，网红效应。,2025-09-16T21:15:24+08:00,8,24,prepared_food_authenticity,xibei,support,neutral,rational_argument;personal_experience;echoing,low_risk_discussion,3,0.95,false,用户从多个角度为西贝辩护，强调预制菜定义、西北口味和食品安全。,train
S1415,random,bilibili_comment:275983096144,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,reply,bilibili:2273242,俺がガンダムだ,回复 @埃隆马思课 : 他的逻辑就是冷冻一年也是没经过烹调的，只有加热即食的食物才叫预制菜，但我觉得一把烤串配馕那个肯定是预制菜，除了烤还需要调味吗[辣眼睛],2025-09-14T00:55:59+08:00,2,0,prepared_food_authenticity,xibei,question,neutral,rational_argument;information_claim,low_risk_discussion,2,0.9,false,讨论预制菜定义，质疑对方逻辑,train
S1019,random,bilibili_comment:289322505968,bilibili_video:115916570365715,人民日报定性西贝事件,reply,bilibili:28122075,喝茶的老村长,百万漕工衣食所系是吧，搞笑，他几千名员工，到哪找不到工作，非得在他家上班。,2026-01-22T17:53:48+08:00,0,0,brand_pr_crisis,xibei,question,sarcastic,sarcasm;simple_attitude,low_risk_discussion,2,0.8,false,讽刺西贝员工就业问题，有质疑但非人身攻击。,train
S0254,top_liked,bilibili_comment:274528133313,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:12178652,周Zed,老罗这波，老乡鸡恐成最大赢家。[doge],2025-09-13T14:18:06+08:00,385,6,meme_offtopic,unclear,neutral,neutral,meme,low_risk_discussion,1,0.9,false,玩梗说老乡鸡成为赢家,train
S1375,random,bilibili_comment:276163145296,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,reply,bilibili:456427749,回眸卿未留,投胎一年的羊羊，开口说的第一句话：我投胎，为什么少一条腿嘞？[大哭]阎王：你的一条腿还在西贝……,2025-09-15T21:20:12+08:00,1,0,meme_offtopic,xibei,question,sarcastic,meme;sarcasm,low_risk_discussion,2,0.8,false,用投胎笑话讽刺西贝分量不足,train
S0907,random,bilibili_comment:274646064193,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:29343466,盖菱波菱,"罗老师现在又干回老本行了吗 挺好 看来他还是适合干这个
额 其实脱口秀也适合哈哈哈",2025-09-14T17:01:45+08:00,0,1,luoyonghao_persona,luoyonghao,support,positive,simple_attitude,low_risk_discussion,2,0.8,false,正面评论罗永浩适合做脱口秀,train
S0903,random,bilibili_comment:274632225825,bilibili_video:115193388468394,罗永浩PK西贝，全程40分钟脱口秀【40分纯享版】,comment,bilibili:35152672,她语世界,只有顾客是现宰的,2025-09-14T14:12:42+08:00,0,0,meme_offtopic,xibei,question,sarcastic,sarcasm;meme,low_risk_discussion,2,0.8,false,玩梗讽刺西贝宰客,train
S0164,top_liked,bilibili_comment:276031468256,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,comment,bilibili:8861811,翁萨奇,"去查了一下，里面漏出来的一个“浙江浔味堂食品股份有限公司”和西贝也没有股权关联，也没有人员关联[笑哭]
安徽立全宏达食品有限责任公司——同上
北京金马欧兰食品有限公司——同上
西乌珠穆沁旗聚宝原肉业有限责任公司——同上
泰安泰山亚细亚食品有限公司——同上，这个是西兰花的公司，是“上海振邦食品科技有限公司”和“泰安丰园食品有限公司”投资控股
进货渠道很丰富啊......
一件代发实体店版[doge_金箍]",2025-09-14T14:28:16+08:00,601,12,prepared_food_authenticity,xibei,question,neutral,information_claim;sarcasm;meme,low_risk_discussion,3,0.85,false,列出西贝供应商信息，暗示其使用预制菜,train
S0158,top_liked,bilibili_comment:287677010993,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:1713953,魔法VS超能力,消费者本来就是无敌的，因为消费者可以选择不去，你再怎么拋逻辑下定义都没用，预制菜根本不是重点，吵来吵去没意义，认为西贝没问题的，你们去那里消费，让它能活下去就行了，认为西贝贵，不值的，不去就好了，就西贝目前关店一百多家的状态看，支持西贝的你们显然没有用钱投票把他救活的能力,2026-01-27T08:36:09+08:00,616,7,industry_trust,consumers,support,neutral,rational_argument;personal_experience,low_risk_discussion,2,0.8,false,强调消费者用脚投票，理性支持消费者选择权。,train
S1160,random,bilibili_comment:288929906801,bilibili_video:115959067056250,现在最怕西贝死的人，竟然是罗永浩！,reply,bilibili:393607679,账号已注销,回复 @WeatherW :主要客户是宝妈，用户画像跟十年前带孩子去肯德基的群体差不多，预制菜这件事一出他再怎能吵，再怎么赢有机的招牌算废了。,2026-02-07T16:07:51+08:00,2,1,brand_pr_crisis,xibei,question,negative,rational_argument,low_risk_discussion,2,0.9,false,分析西贝客户群和预制菜事件对品牌信任的破坏,train
S0088,top_liked,bilibili_comment:289874256800,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,comment,bilibili:1637519400,可乐拉夫,"非常有趣的事情
单看西贝的营收基本是亏的
西北的食材原料成本占比只有25% 远低于行业标准
更讽刺再于 西贝的人工费用比例是30% 海底捞是33%
结果服务水平 只和18%老乡鸡这些品牌差不多
而且西北店面的面积普遍较大 租金比其他店铺多出30%
导致西贝 最后门店经营模式的利率只有3~5%
所以 贾总不光是不会做公关
也不懂如何做生意 牢喵之前提到都是西贝尝试扩展的转型
结果都失败了 你就明白 贾总商业水平有多差",2026-01-27T20:21:08+08:00,997,27,brand_pr_crisis,xibei,question,disappointed,rational_argument;information_claim,low_risk_discussion,3,0.9,false,用经营数据批评西贝成本和公关能力差,train
S0309,top_replied,bilibili_comment:275977968224,bilibili_video:115195200477658,西贝连夜召开1.8万人罗永浩作战大会，罗永浩：西贝真正的敌人不是我,reply,bilibili:413116236,L0afery3,是那个意大利菜么 今天看到一个 好吃吗,2025-09-13T23:52:07+08:00,168,74,meme_offtopic,unclear,neutral,neutral,meme;questioning,low_risk_discussion,1,0.9,false,跑题询问意大利菜,train
S1267,random,bilibili_comment:274564724289,bilibili_video:115190486012634,西贝创始人贾国龙：预制菜是未来的大趋势，我们是不一般的预制菜#西贝 #预制菜 #罗永浩 #贾国龙,reply,bilibili:11431193,4月里的谎言,回复 @我只是一个好好人而已 :那你这不纯为什么卖那么贵[doge_金箍],2025-09-13T20:56:04+08:00,0,1,price_value,xibei,question,negative,questioning;simple_attitude,low_risk_discussion,3,0.8,false,质疑西贝定价高，表达不满，无过激言论。,train
S0582,source_stratified,bilibili_comment:290960665456,bilibili_video:115966767996636,封号斗罗贾国龙：我是如何把时代红利吐出来的？【网络狠人76】,comment,bilibili:128586409,问神了,傲慢吧，之前取得过成绩，听不进别人意见，下属又都哄着，同类型还有董明珠,2026-02-06T10:47:48+08:00,13,2,brand_pr_crisis,xibei,question,negative,rational_argument;simple_attitude,low_risk_discussion,2,0.9,false,批评西贝傲慢，有理有据,train
