relation_id,source_id,source_title,source_user_id,source_user_name,target_user_id,target_user_name,content_id,target_content_id,created_at,source_topic,target_topic,source_sentiment,target_sentiment,source_stance,target_stance,same_topic,same_sentiment,same_stance,weight
relation:fc7d32cf93fe12ea095c,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:235949,博丽灵梦X,bilibili:7644696,吧啦吧啦kimoji,bilibili_comment:276040961968,bilibili_comment:274617905569,2025-09-14T16:18:55+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,neutral,unclear_meme,question_xibei,true,true,false,1.0
relation:9810d1c7e335e724a7f6,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:449740254,假装是少年rst,bilibili:14046072,Mikoyan21,bilibili_comment:274643430497,bilibili_comment:274643018097,2025-09-14T16:30:16+08:00,other_unclear,prepared_food_authenticity,neutral,sarcastic,unclear_meme,question_xibei,false,false,false,1.0
relation:922271addb4930e3d5cb,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:101341678,晓夏暮殇,bilibili:40853970,演员熊凤山,bilibili_comment:274643876033,bilibili_comment:274633406769,2025-09-14T16:35:06+08:00,price_value,mockery_meme,negative,sarcastic,question_xibei,unclear_meme,false,false,false,1.0
relation:08862eb416bcfa70a319,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:517930057,汪汪队司令员,bilibili:494463119,我在辟谷,bilibili_comment:274644526577,bilibili_comment:276040114912,2025-09-14T16:42:48+08:00,other_unclear,other_unclear,neutral,neutral,question_xibei,unclear_meme,true,true,false,1.0
relation:465eddc99bd55e49875f,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:415176537,freelystar2013,bilibili:14046072,Mikoyan21,bilibili_comment:276043736816,bilibili_comment:274643018097,2025-09-14T16:52:05+08:00,other_unclear,prepared_food_authenticity,neutral,sarcastic,unclear_meme,question_xibei,false,false,false,1.0
relation:e0dd9598afbd853652cd,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:47265481,思无鸡蛋,bilibili:13327156,cvfgji,bilibili_comment:274645591361,bilibili_comment:274623391985,2025-09-14T16:57:09+08:00,other_unclear,prepared_food_authenticity,neutral,sarcastic,unclear_meme,question_xibei,false,false,false,1.0
relation:8ab55f1397397b4430a1,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:200603375,时光长存-,bilibili:535114229,古今一天,bilibili_comment:274645942209,bilibili_comment:276035882496,2025-09-14T16:58:38+08:00,price_value,price_value,neutral,neutral,neutral_discussion,unclear_meme,true,true,false,1.0
relation:aaeaa8769fa8ee6feb86,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:480129376,样子单飞,bilibili:357773251,特立独醒的猫先森,bilibili_comment:274647549793,bilibili_comment:274622695761,2025-09-14T17:17:50+08:00,other_unclear,mockery_meme,neutral,sarcastic,unclear_meme,unclear_meme,false,false,true,1.0
relation:620530edeb455329bfda,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:513524126,二愣子111,bilibili:16569302,弃庸乎,bilibili_comment:276055983728,bilibili_comment:276018838736,2025-09-14T19:00:44+08:00,prepared_food_authenticity,mockery_meme,sarcastic,neutral,question_xibei,unclear_meme,false,false,false,1.0
relation:538a18eea2b7d14e1177,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,bilibili:504458421,holthenwu,bilibili:1975211,IlIlIlIIllIIlIlI,bilibili_comment:276057786880,bilibili_comment:275996199776,2025-09-14T19:19:24+08:00,other_unclear,food_safety_child_meal,neutral,negative,unclear_meme,question_xibei,false,false,false,1.0
relation:7305de52235483e0790d,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:313093112,排雷用二哈,bilibili:13327156,cvfgji,bilibili_comment:276059067072,bilibili_comment:274623391985,2025-09-14T19:32:05+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,sarcastic,question_xibei,question_xibei,true,false,true,1.0
relation:0f0a2eb6cf8e1e17c0ba,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:13867600,願望猴哥,bilibili:209499579,尾张大傻瓜织田信长,bilibili_comment:276062764000,bilibili_comment:274617097009,2025-09-14T20:08:04+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,neutral,question_xibei,question_xibei,true,true,true,1.0
relation:e182098a01c5c5b8bf31,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,bilibili:385727019,为泰着魔,bilibili:1975211,IlIlIlIIllIIlIlI,bilibili_comment:276068191008,bilibili_comment:275996199776,2025-09-14T21:01:47+08:00,consumer_right_to_know,food_safety_child_meal,neutral,negative,question_xibei,question_xibei,false,false,true,1.0
relation:961da802d48e47be42b5,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:413065599,剑来__-_-,bilibili:261892524,大明瓦学弟朱祁镇,bilibili_comment:274669476337,bilibili_comment:276045532544,2025-09-14T21:10:53+08:00,other_unclear,prepared_food_authenticity,neutral,neutral,unclear_meme,question_xibei,false,true,false,1.0
relation:d21f01d044c814228bd5,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,bilibili:39787950,妖化的二哈,bilibili:415386941,一人天上飞,bilibili_comment:274670333825,bilibili_comment:275976368000,2025-09-14T21:19:56+08:00,prepared_food_authenticity,brand_pr_crisis,sarcastic,sarcastic,question_xibei,question_xibei,false,true,true,1.0
relation:c76f008030fb6153d757,bilibili_video:115195083034113,西贝创始人贾国龙回应预制菜风波，我们是不一般的预制菜。,bilibili:414843421,六币改这玩意,bilibili:1042288531,干三干,bilibili_comment:276074705600,bilibili_comment:276074249840,2025-09-14T22:08:02+08:00,other_unclear,brand_pr_crisis,neutral,neutral,unclear_meme,question_xibei,false,true,false,1.0
relation:0f998b63136509859e88,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:5872916,伊濑,bilibili:357773251,特立独醒的猫先森,bilibili_comment:276083412432,bilibili_comment:274622695761,2025-09-14T23:35:45+08:00,prepared_food_authenticity,mockery_meme,sarcastic,sarcastic,question_xibei,unclear_meme,false,true,false,1.0
relation:9b8d36be7ba95f962718,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:26356887,呦呦呦三,bilibili:209499579,尾张大傻瓜织田信长,bilibili_comment:274685372065,bilibili_comment:274617097009,2025-09-14T23:59:57+08:00,other_unclear,prepared_food_authenticity,negative,neutral,unclear_meme,question_xibei,false,false,false,1.0
relation:21541184a87b09700440,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:11179188,精神打工人,bilibili:261892524,大明瓦学弟朱祁镇,bilibili_comment:274686159985,bilibili_comment:276045532544,2025-09-15T00:12:33+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,neutral,question_xibei,question_xibei,true,true,true,1.0
relation:7695877e7f7c7066b00d,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,bilibili:206119465,Philde,bilibili:340472248,尤其圆,bilibili_comment:274686494097,bilibili_comment:276000805744,2025-09-15T00:14:00+08:00,price_value,price_value,negative,negative,question_xibei,neutral_discussion,true,true,false,1.0
relation:e36b4efa03a8ed9e5d2f,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:3546910799432237,-蔡玉婷-,bilibili:2151196,尼奥特里斯里德,bilibili_comment:276094566384,bilibili_comment:274649097281,2025-09-15T02:35:06+08:00,brand_pr_crisis,brand_pr_crisis,sarcastic,sarcastic,question_xibei,question_xibei,true,true,true,1.0
relation:25c2e5d3ef89bda89020,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:23322636,回不到的岁月,bilibili:415723930,嘉然一世,bilibili_comment:276098738896,bilibili_comment:276097470816,2025-09-15T06:05:00+08:00,catering_industry_general,prepared_food_authenticity,neutral,neutral,neutral_discussion,question_xibei,false,true,false,1.0
relation:761ed6969f614270881d,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:38223938,-赵完松-,bilibili:362166833,清风夏天鸣蝉,bilibili_comment:276099455024,bilibili_comment:276070311792,2025-09-15T06:37:05+08:00,other_unclear,mockery_meme,neutral,sarcastic,unclear_meme,unclear_meme,false,false,true,1.0
relation:6dc5c7d2d180dc729b0c,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:37959862,HJ980315,bilibili:362166833,清风夏天鸣蝉,bilibili_comment:274698760529,bilibili_comment:276070311792,2025-09-15T06:59:05+08:00,other_unclear,mockery_meme,neutral,sarcastic,unclear_meme,unclear_meme,false,false,true,1.0
relation:edc70dcc2a2adae506fd,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:1203415125,KG少帅,bilibili:11630400,AyLi丶,bilibili_comment:276103354544,bilibili_comment:276073037472,2025-09-15T08:28:50+08:00,other_unclear,other_unclear,neutral,neutral,unclear_meme,question_xibei,true,true,false,1.0
relation:8e73d328b9b9df5d89cd,bilibili_video:115197800941925,罗永浩PK西贝，全程55分钟脱口秀，【无删减】火力全开，直播回放太精彩,bilibili:442597630,anjingyy,bilibili:380357453,蓝天和流云舌稳,bilibili_comment:276104183088,bilibili_comment:274609730689,2025-09-15T08:44:15+08:00,mockery_meme,mockery_meme,neutral,sarcastic,unclear_meme,unclear_meme,true,false,true,1.0
relation:ea055f791c6ecf5e1f03,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:478794937,银河集市,bilibili:19412032,鸣谦s,bilibili_comment:276104678256,bilibili_comment:276085428496,2025-09-15T08:51:44+08:00,food_safety_child_meal,price_value,neutral,negative,question_xibei,question_xibei,false,false,true,1.0
relation:3423d05c980de78b4862,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:25732371,红颜_zzZ,bilibili:19412032,鸣谦s,bilibili_comment:274704495137,bilibili_comment:276085428496,2025-09-15T09:15:22+08:00,food_safety_child_meal,price_value,negative,negative,question_xibei,question_xibei,false,true,true,1.0
relation:0afc4ca45d7a3843dafe,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:85634750,无物而真,bilibili:179911944,9mm空尖弹,bilibili_comment:274705411425,bilibili_comment:276002890448,2025-09-15T09:32:41+08:00,other_unclear,other_unclear,neutral,neutral,question_xibei,question_xibei,true,true,true,1.0
relation:0bca09ffa27caba7af7a,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:3285654,Byuuu,bilibili:179911944,9mm空尖弹,bilibili_comment:274705446113,bilibili_comment:276002890448,2025-09-15T09:33:05+08:00,price_value,other_unclear,sarcastic,neutral,unclear_meme,question_xibei,false,false,false,1.0
relation:386a98fce2955bd1af48,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:178110973,猪人公,bilibili:76754981,与你共鸣也共进退,bilibili_comment:274706184849,bilibili_comment:274689696081,2025-09-15T09:44:33+08:00,other_unclear,other_unclear,neutral,negative,unclear_meme,unclear_meme,true,false,true,1.0
relation:05261e9145f88c481590,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:17385291,落单的小歪,bilibili:12332519,珠希酱-一分流水,bilibili_comment:274712277585,bilibili_comment:276104435584,2025-09-15T11:21:03+08:00,food_safety_child_meal,food_safety_child_meal,neutral,neutral,unclear_meme,support_xibei,true,true,false,1.0
relation:a6df5317ef2378443db4,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:438260254,FreeZingLee,bilibili:12332519,珠希酱-一分流水,bilibili_comment:274712571889,bilibili_comment:276104435584,2025-09-15T11:25:27+08:00,food_safety_child_meal,food_safety_child_meal,neutral,neutral,unclear_meme,support_xibei,true,true,false,1.0
relation:033e7e47082c3d13a777,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,bilibili:13611391,醉生梦死人生又几何,bilibili:173244991,大方向是对的长长名字,bilibili_comment:274717342657,bilibili_comment:274700149617,2025-09-15T12:25:26+08:00,other_unclear,other_unclear,neutral,neutral,unclear_meme,unclear_meme,true,true,true,1.0
relation:791b6347056d66fe85d0,bilibili_video:115191777923213,从西门子冰箱到西贝预制菜，罗永浩的“较真”从未缺席家人们！今天必须聊聊罗永浩，当年他怒砸西门子冰箱，为消费者维权，那场面太震撼了！,bilibili:9882230,七言Fine,bilibili:173244991,大方向是对的长长名字,bilibili_comment:276123759776,bilibili_comment:274700149617,2025-09-15T13:06:08+08:00,mockery_meme,other_unclear,neutral,neutral,unclear_meme,unclear_meme,false,true,true,1.0
relation:e82ca8db715247a27b12,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:320132663,主打一手真实,bilibili:76754981,与你共鸣也共进退,bilibili_comment:274724824129,bilibili_comment:274689696081,2025-09-15T13:57:01+08:00,other_unclear,other_unclear,neutral,negative,question_xibei,unclear_meme,true,false,false,1.0
relation:98cf3b14152ce0191441,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:13863187,冰靈黑咖,bilibili:164099874,叁石头,bilibili_comment:274751553121,bilibili_comment:274701064321,2025-09-15T20:05:37+08:00,price_value,consumer_right_to_know,neutral,neutral,question_xibei,unclear_meme,false,true,false,1.0
relation:227ca059bfb9ad0943b3,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:387014812,绿水依然i,bilibili:386825429,黄辉冯师傅,bilibili_comment:276171051984,bilibili_comment:276169810560,2025-09-15T22:42:23+08:00,other_unclear,prepared_food_authenticity,neutral,sarcastic,question_xibei,question_xibei,false,false,true,1.0
relation:92fe8f68897c49cf3339,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:3546840282696223,拉神挚爱的曼波,bilibili:1111924044,站着不動装糕手,bilibili_comment:276176610432,bilibili_comment:276170081520,2025-09-15T23:43:14+08:00,consumer_right_to_know,prepared_food_authenticity,neutral,neutral,question_xibei,question_xibei,false,true,true,1.0
relation:78399023c68b6c0a42ad,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:247674757,叫我洁宝,bilibili:31637138,hhgrdv,bilibili_comment:274792541281,bilibili_comment:276177613664,2025-09-16T09:57:42+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,negative,unclear_meme,question_xibei,true,false,false,1.0
relation:3795cbc134097b38fd06,bilibili_video:115196525805764,罗永浩吐槽，西贝戗面馒头每个21元，黑珍珠一钻餐厅包子只要16元,bilibili:3546783321950852,星动复活,bilibili:386825429,黄辉冯师傅,bilibili_comment:274800142817,bilibili_comment:276169810560,2025-09-16T11:52:44+08:00,other_unclear,prepared_food_authenticity,neutral,sarcastic,unclear_meme,question_xibei,false,false,false,1.0
relation:c349c12c04a18c6fb0aa,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:347496592,断水流丶丶,bilibili:13247947,末然ン羽,bilibili_comment:274803771089,bilibili_comment:276202847568,2025-09-16T12:33:20+08:00,brand_pr_crisis,brand_pr_crisis,neutral,negative,support_xibei,question_xibei,true,false,false,1.0
relation:5d57870733231670d102,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:274900639,不可思议可,bilibili:13247947,末然ン羽,bilibili_comment:276213982064,bilibili_comment:276202847568,2025-09-16T12:56:22+08:00,luoyonghao_persona,brand_pr_crisis,neutral,negative,unclear_meme,question_xibei,false,false,false,1.0
relation:962fb794ad4fba5f344e,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:472329734,闫書郁,bilibili:91424944,kingmighty,bilibili_comment:276231669328,bilibili_comment:276227123296,2025-09-16T17:09:10+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,neutral,question_xibei,question_xibei,true,true,true,1.0
relation:0518eb63274d54577d5b,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:477799501,阿伟送葬人,bilibili:450664995,珠海的科学R,bilibili_comment:276238235536,bilibili_comment:274804490689,2025-09-16T18:23:48+08:00,other_unclear,catering_industry_general,neutral,negative,unclear_meme,question_xibei,false,false,false,1.0
relation:9b9a56d40d98d30e372e,bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,bilibili:20269350,帅渣子,bilibili:552001224,ewks魔弹射手wisusna,bilibili_comment:274830853537,bilibili_comment:276201694736,2025-09-16T18:48:37+08:00,prepared_food_authenticity,other_unclear,negative,neutral,question_xibei,unclear_meme,false,false,false,1.0
relation:720ebbe7ec00b5f7ce13,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:49156810,命神月,bilibili:8378946,WzZP,bilibili_comment:276249914016,bilibili_comment:276217578704,2025-09-16T20:25:19+08:00,price_value,prepared_food_authenticity,negative,neutral,question_xibei,question_xibei,false,false,true,1.0
relation:aa3304c73e925ce8da21,bilibili_video:115212816485947,罗永浩：我真没打，他就先捅了自己20多刀...我该怎么办？,bilibili:448321946,bili_70493342365,bilibili:14811631,人生巛一问号,bilibili_comment:276251986544,bilibili_comment:276239904400,2025-09-16T20:46:50+08:00,luoyonghao_persona,other_unclear,negative,neutral,question_luoyonghao,unclear_meme,false,false,false,1.0
relation:1f450899c9deb23ca3a5,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:678443762,不要逮捕我了QAQ,bilibili:450664995,珠海的科学R,bilibili_comment:274862682929,bilibili_comment:274804490689,2025-09-17T00:50:55+08:00,prepared_food_authenticity,catering_industry_general,neutral,negative,unclear_meme,question_xibei,false,false,false,1.0
relation:979dba6bd67c2d83425d,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:4680167,勒芙安德皮斯,bilibili:8378946,WzZP,bilibili_comment:274863578609,bilibili_comment:276217578704,2025-09-17T01:07:28+08:00,other_unclear,prepared_food_authenticity,neutral,neutral,unclear_meme,question_xibei,false,true,false,1.0
relation:74105b373c0223681fa8,bilibili_video:115211222653264,罗永浩是怎么把西贝搞翻车的？,bilibili:36029162,好赤鸡啊,bilibili:526116712,宁波一狼,bilibili_comment:274890282545,bilibili_comment:276263669792,2025-09-17T09:18:20+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,neutral,question_xibei,question_xibei,true,true,true,1.0
relation:9ded966d742ec6bb96a5,bilibili_video:115198320972353,西贝大战罗永浩，结果导致品牌自爆。大伙儿关心的真实预制菜吗？,bilibili:401952075,U盾耐心,bilibili:83948907,月月好困呐,bilibili_comment:274926538705,bilibili_comment:276332695600,2025-09-17T18:28:54+08:00,luoyonghao_persona,mockery_meme,neutral,neutral,unclear_meme,unclear_meme,false,true,true,1.0
relation:4e078e30d3b5e9e6cad9,bilibili_video:115208706064466,罗永浩vs西贝事件 来龙去脉 一口气看完！！！,bilibili:22595493,西瓜就要蘸雪吃,bilibili:11646949,柘月听桑落,bilibili_comment:275101992465,bilibili_comment:276492465296,2025-09-19T19:46:27+08:00,other_unclear,mockery_meme,neutral,neutral,question_xibei,question_xibei,false,true,true,1.0
relation:4ddab60f331a35df5231,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:17840527,啊仙半,bilibili:494471075,-该用户账号注销-,bilibili_comment:288660667104,bilibili_comment:286542798993,2026-01-16T10:55:00+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,sarcastic,question_xibei,question_xibei,true,false,true,1.0
relation:129a3f6b4be525fbdf91,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:108065228,Htr音殇,bilibili:6890637,萱草丶江蓠,bilibili_comment:288663068576,bilibili_comment:288662624256,2026-01-16T11:27:15+08:00,other_unclear,other_unclear,neutral,neutral,question_xibei,question_xibei,true,true,true,1.0
relation:73964379ebb109580e79,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:21462158,咕呖咕呖新年财,bilibili:68389788,休伯利安号战列巡航舰,bilibili_comment:286558007281,bilibili_comment:286552166849,2026-01-16T11:34:23+08:00,price_value,other_unclear,negative,neutral,question_xibei,question_xibei,false,false,true,1.0
relation:db08de9ae1ffbced4111,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:4637619,Savlous,bilibili:494471075,-该用户账号注销-,bilibili_comment:288664386704,bilibili_comment:286542798993,2026-01-16T11:45:38+08:00,brand_pr_crisis,prepared_food_authenticity,negative,sarcastic,question_xibei,question_xibei,false,false,true,1.0
relation:b0735004bb5de5600c97,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:94212868,落沙如雪,bilibili:57167867,饭巴斯滕,bilibili_comment:286564117681,bilibili_comment:286558118865,2026-01-16T12:42:16+08:00,prepared_food_authenticity,price_value,sarcastic,negative,question_xibei,question_xibei,false,false,true,1.0
relation:1b74789cd17caaeacdc5,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:1436318194,o幸运のi,bilibili:57167867,饭巴斯滕,bilibili_comment:286568655009,bilibili_comment:286558118865,2026-01-16T13:32:20+08:00,mockery_meme,price_value,sarcastic,negative,unclear_meme,question_xibei,false,false,false,1.0
relation:34a16f7a2ee160868a7b,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:37337767,阿拉丁神丁hhhhhh,bilibili:3242069,园外雪离人泪,bilibili_comment:286581642049,bilibili_comment:286555520673,2026-01-16T16:29:20+08:00,mockery_meme,other_unclear,sarcastic,neutral,question_xibei,question_xibei,false,false,true,1.0
relation:8bb0ffe6cacdf6a00456,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:29823913,古谷コバルト,bilibili:68389788,休伯利安号战列巡航舰,bilibili_comment:288694084704,bilibili_comment:286552166849,2026-01-16T17:41:53+08:00,price_value,other_unclear,negative,neutral,unclear_meme,question_xibei,false,false,false,1.0
relation:91dce03d721ed9dc4ee5,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:13186726,蓝光Blue-Light,bilibili:17545884,ray21121,bilibili_comment:288699316848,bilibili_comment:286571251041,2026-01-16T18:32:12+08:00,mockery_meme,brand_pr_crisis,sarcastic,sarcastic,unclear_meme,question_xibei,false,true,false,1.0
relation:4ab72ca02e2f074ae6f5,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:384311859,己已巳巴2026,bilibili:43093590,不要叫我快播凡,bilibili_comment:286621611473,bilibili_comment:286616666849,2026-01-16T23:02:06+08:00,luoyonghao_persona,other_unclear,sarcastic,neutral,unclear_meme,unclear_meme,false,false,true,1.0
relation:377e575d2f05c3e0479e,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:234673,黑Archer,bilibili:3493088095897692,嗪嗪兽,bilibili_comment:286631613761,bilibili_comment:286610654641,2026-01-17T00:49:57+08:00,other_unclear,other_unclear,neutral,neutral,unclear_meme,unclear_meme,true,true,true,1.0
relation:56bf392e6c6e8d945bac,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:487962541,smjshsgshsj,bilibili:240823190,晨沁心,bilibili_comment:288747902864,bilibili_comment:286640040833,2026-01-17T04:05:32+08:00,catering_industry_general,brand_pr_crisis,neutral,neutral,neutral_discussion,unclear_meme,false,true,false,1.0
relation:50e3acaafdb9b0881fb6,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:596034,世奇君saki,bilibili:149045078,落车six,bilibili_comment:288750325056,bilibili_comment:286639107825,2026-01-17T06:18:15+08:00,other_unclear,brand_pr_crisis,neutral,neutral,unclear_meme,unclear_meme,false,true,true,1.0
relation:2e7146e2a1dd4157cefc,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:17222569,长坂坡斩貂蝉,bilibili:17545884,ray21121,bilibili_comment:286648150177,bilibili_comment:286571251041,2026-01-17T08:53:41+08:00,brand_pr_crisis,brand_pr_crisis,neutral,sarcastic,question_xibei,question_xibei,true,false,true,1.0
relation:96eaa6f1e8ed871bcee0,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:10279167,正版绅士,bilibili:149045078,落车six,bilibili_comment:286649895681,bilibili_comment:286639107825,2026-01-17T09:20:05+08:00,mockery_meme,brand_pr_crisis,neutral,neutral,unclear_meme,unclear_meme,false,true,true,1.0
relation:56064af3b5eec7dda2c1,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:3546891614685782,荒城濑津美,bilibili:240823190,晨沁心,bilibili_comment:286659114465,bilibili_comment:286640040833,2026-01-17T11:17:19+08:00,catering_industry_general,brand_pr_crisis,neutral,neutral,neutral_discussion,unclear_meme,false,true,false,1.0
relation:297515a873febababc7a,bilibili_video:115900413909566,【罗永浩西贝事件】每一步操作都精准地直接踩在爆点上！论餐饮王国贾老板的自我引爆！,bilibili:24243789,-时未遇兮无所将,bilibili:509046121,我在银河烤翅膀,bilibili_comment:286671829153,bilibili_comment:288778525664,2026-01-17T13:23:46+08:00,prepared_food_authenticity,prepared_food_authenticity,neutral,sarcastic,question_xibei,question_xibei,true,false,true,1.0
